"ID","GEBV"
"C1P36F5:5","-0.000432873317995698"
"C1P40F5:2","-0.000380967696398293"
"C1P58F5:2","-0.000443030892260203"
"C1P51F5:8","-0.000284970133009135"
"C1P47F5:4","-0.000295820225365172"
"C1P53F5:2","-0.000439520476118499"
"C1P21F5:7","-0.000570533996316563"
"C1P17F5:8","-0.000466167072398767"
"C1P50F5:1","-0.000220513959848537"
"C10P24F5:2","-0.000543385373902426"
"C7P40F5:5","-0.000405489014489984"
"C1P18F5:10","-0.000316263298851846"
"C7P52F5:12","-0.000457346664146369"
"C9P27F5:3","-0.000194529195027017"
"C6P48F5:1","-0.000388129349269142"
"C9P32F5:6","-0.000287328991141677"
"C9P26F5:12","-8.63766590487927e-05"
"C9P27F5:4","-8.08325769704103e-05"
"C6P45F5:7","-0.000434723987963428"
"C9P29F5:8","-0.00022000240987473"
"C9P27F5:5","-9.49386885956876e-05"
"C9P27F5:8","-0.000348519340202627"
"C6P37F5:3","-0.000386739756900444"
"C6P29F5:4","-0.000428086029812298"
"C7P46F5:2","-0.000183887379816083"
"C7P45F5:1","-0.000283101946335127"
"C7P46F5:12","-0.000295297485293613"
"C6P27F5:1","-0.000428086029812298"
"C7P52F5:14","-0.000457346664146369"
"C7P45F5:3","-0.000407678425523541"
"C6P49F5:7","-0.000359611129725479"
"C9P4F5:5","-0.000339376921630911"
"C9P25F5:3","-0.000155564512571154"
"C6P27F5:13","3.7764653484867e-05"
"C7P4F5:34","-0.000391246376635712"
"C7P40F5:1","-0.000399807991032163"
"C1P45F5:1","-0.000422135553200625"
"C3P5F5:8","-0.000301053665695079"
"C4P17F5:24","-0.000463272432222994"
"C7P4F5:32","-0.000460198982898736"
"C8P1F5:22","-0.00020046883911733"
"C3P7F5:20","-6.90988752321886e-05"
"C8P18F5:22","-0.000264667727410955"
"C5P1F5:17","-0.000348128020924038"
"C8P17F5:43","-0.000415259376214618"
"C3P3F5:24","-0.000260571998858399"
"C3P9F5:24","-0.000201009738196315"
"C8P4F5:31","-0.000340375411933133"
"C8P11F5:21","-0.000377021942518514"
"C4P26F5:51","-0.000391246376635712"
"C3P4F5:21","-0.000227361730180205"
"C1P6F5:22","-0.000103560672410958"
"C3P6F5:32","-0.000108272464740354"
"C8P18F5:12","-0.000402559123036999"
"C7P4F5:31","-0.000354731367870858"
"C8P4F5:30","-0.000226842312248916"
"C1P18F5:2","-0.000499053370557766"
"C6P37F5:10","-0.000386739756900444"
"C10P12F5:1","-0.000535514870622114"
"C7P52F5:5","-0.000457346664146369"
"C6P29F5:5","-0.000428086029812298"
"C6P29F5:8","-0.000428086029812298"
"C11212","0.00503962147978156"
"C11269","0.00502224058448221"
"C14504","0.00513120153274949"
"CR1703.1","-0.00360929148021999"
