"","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety","NP","F1","F2","F3","F4","F5","PYT","AYT","Variety"
"1",0.55,0.550416666666667,0.551611111111111,0.581166666666667,0.6,0.645833333333333,0.668055555555556,0.672222222222222,0.666666666666667,0.55,0.550416666666667,0.551611111111111,0.581166666666667,0.6,0.645833333333333,0.668055555555556,0.672222222222222,0.666666666666667,0.55,0.550416666666667,0.551611111111111,0.581166666666667,0.6,0.645833333333333,0.668055555555556,0.672222222222222,0.666666666666667
"2",0.516666666666667,0.5225,0.521965277777778,0.55575,0.578888888888889,0.626388888888889,0.640277777777778,0.622222222222222,0.666666666666667,0.516666666666667,0.5225,0.521965277777778,0.55575,0.578888888888889,0.626388888888889,0.640277777777778,0.622222222222222,0.666666666666667,0.516666666666667,0.5225,0.521965277777778,0.55575,0.578888888888889,0.626388888888889,0.640277777777778,0.622222222222222,0.666666666666667
"3",0.716666666666667,0.720138888888889,0.719777777777778,0.716416666666667,0.708333333333333,0.690972222222222,0.702777777777778,0.747222222222222,0.833333333333333,0.716666666666667,0.720138888888889,0.719777777777778,0.716416666666667,0.708333333333333,0.690972222222222,0.702777777777778,0.747222222222222,0.833333333333333,0.716666666666667,0.720138888888889,0.719777777777778,0.716416666666667,0.708333333333333,0.690972222222222,0.702777777777778,0.747222222222222,0.833333333333333
"4",0.7,0.703055555555556,0.702243055555556,0.707833333333333,0.707222222222222,0.703472222222222,0.706944444444444,0.741666666666667,0.833333333333333,0.7,0.703055555555556,0.702243055555556,0.707833333333333,0.707222222222222,0.703472222222222,0.706944444444444,0.741666666666667,0.833333333333333,0.7,0.703055555555556,0.702243055555556,0.707833333333333,0.707222222222222,0.703472222222222,0.706944444444444,0.741666666666667,0.833333333333333
"5",0.966666666666667,0.970277777777778,0.96975,0.9715,0.98,0.981944444444445,0.977777777777778,0.955555555555555,1,0.966666666666667,0.970277777777778,0.96975,0.9715,0.98,0.981944444444445,0.977777777777778,0.955555555555555,1,0.966666666666667,0.970277777777778,0.96975,0.9715,0.98,0.981944444444445,0.977777777777778,0.955555555555555,1
"6",0.683333333333333,0.678055555555556,0.6780625,0.652083333333333,0.652222222222222,0.665972222222222,0.680555555555556,0.763888888888889,1,0.683333333333333,0.678055555555556,0.6780625,0.652083333333333,0.652222222222222,0.665972222222222,0.680555555555556,0.763888888888889,1,0.683333333333333,0.678055555555556,0.6780625,0.652083333333333,0.652222222222222,0.665972222222222,0.680555555555556,0.763888888888889,1
"7",0.916666666666667,0.920555555555556,0.920118055555555,0.956833333333333,0.962222222222222,0.970833333333333,0.966666666666667,0.966666666666667,1,0.916666666666667,0.920555555555556,0.920118055555555,0.956833333333333,0.962222222222222,0.970833333333333,0.966666666666667,0.966666666666667,1,0.916666666666667,0.920555555555556,0.920118055555555,0.956833333333333,0.962222222222222,0.970833333333333,0.966666666666667,0.966666666666667,1
"8",0.666666666666667,0.661805555555556,0.661131944444444,0.63725,0.645555555555556,0.653472222222222,0.644444444444444,0.747222222222222,0.833333333333333,0.666666666666667,0.661805555555556,0.661131944444444,0.63725,0.645555555555556,0.653472222222222,0.644444444444444,0.747222222222222,0.833333333333333,0.666666666666667,0.661805555555556,0.661131944444444,0.63725,0.645555555555556,0.653472222222222,0.644444444444444,0.747222222222222,0.833333333333333
"9",0.7,0.695555555555556,0.695013888888889,0.641833333333333,0.66,0.665277777777778,0.656944444444444,0.761111111111111,0.833333333333333,0.7,0.695555555555556,0.695013888888889,0.641833333333333,0.66,0.665277777777778,0.656944444444444,0.761111111111111,0.833333333333333,0.7,0.695555555555556,0.695013888888889,0.641833333333333,0.66,0.665277777777778,0.656944444444444,0.761111111111111,0.833333333333333
"10",0.633333333333333,0.633472222222222,0.632888888888889,0.564,0.570555555555556,0.574305555555556,0.586111111111111,0.633333333333333,0.666666666666667,0.633333333333333,0.633472222222222,0.632888888888889,0.564,0.570555555555556,0.574305555555556,0.586111111111111,0.633333333333333,0.666666666666667,0.633333333333333,0.633472222222222,0.632888888888889,0.564,0.570555555555556,0.574305555555556,0.586111111111111,0.633333333333333,0.666666666666667
"11",0.533333333333333,0.537222222222222,0.537361111111111,0.578916666666667,0.568333333333333,0.622222222222222,0.559722222222222,0.569444444444444,0.666666666666667,0.533333333333333,0.537222222222222,0.537361111111111,0.578916666666667,0.568333333333333,0.622222222222222,0.559722222222222,0.569444444444444,0.666666666666667,0.533333333333333,0.537222222222222,0.537361111111111,0.578916666666667,0.568333333333333,0.622222222222222,0.559722222222222,0.569444444444444,0.666666666666667
"12",0.616666666666667,0.619027777777778,0.619166666666667,0.59325,0.593333333333333,0.647222222222222,0.584722222222222,0.588888888888889,0.666666666666667,0.616666666666667,0.619027777777778,0.619166666666667,0.59325,0.593333333333333,0.647222222222222,0.584722222222222,0.588888888888889,0.666666666666667,0.616666666666667,0.619027777777778,0.619166666666667,0.59325,0.593333333333333,0.647222222222222,0.584722222222222,0.588888888888889,0.666666666666667
"13",0.7,0.706111111111111,0.706458333333333,0.763166666666667,0.797777777777778,0.821527777777778,0.776388888888889,0.730555555555556,0.833333333333333,0.7,0.706111111111111,0.706458333333333,0.763166666666667,0.797777777777778,0.821527777777778,0.776388888888889,0.730555555555556,0.833333333333333,0.7,0.706111111111111,0.706458333333333,0.763166666666667,0.797777777777778,0.821527777777778,0.776388888888889,0.730555555555556,0.833333333333333
"14",0.833333333333333,0.834305555555556,0.834708333333333,0.8755,0.891666666666667,0.919444444444445,0.894444444444444,0.855555555555556,0.833333333333333,0.833333333333333,0.834305555555556,0.834708333333333,0.8755,0.891666666666667,0.919444444444445,0.894444444444444,0.855555555555556,0.833333333333333,0.833333333333333,0.834305555555556,0.834708333333333,0.8755,0.891666666666667,0.919444444444445,0.894444444444444,0.855555555555556,0.833333333333333
"15",0.783333333333333,0.78375,0.784125,0.858666666666667,0.856666666666667,0.888888888888889,0.894444444444444,0.869444444444444,0.833333333333333,0.783333333333333,0.78375,0.784125,0.858666666666667,0.856666666666667,0.888888888888889,0.894444444444444,0.869444444444444,0.833333333333333,0.783333333333333,0.78375,0.784125,0.858666666666667,0.856666666666667,0.888888888888889,0.894444444444444,0.869444444444444,0.833333333333333
"16",0.933333333333333,0.933333333333333,0.933388888888889,0.935083333333333,0.942222222222222,0.946527777777778,0.920833333333333,1,1,0.933333333333333,0.933333333333333,0.933388888888889,0.935083333333333,0.942222222222222,0.946527777777778,0.920833333333333,1,1,0.933333333333333,0.933333333333333,0.933388888888889,0.935083333333333,0.942222222222222,0.946527777777778,0.920833333333333,1,1
"17",0.616666666666667,0.617361111111111,0.617041666666667,0.675666666666667,0.652222222222222,0.625,0.658333333333333,0.744444444444444,0.833333333333333,0.616666666666667,0.617361111111111,0.617041666666667,0.675666666666667,0.652222222222222,0.625,0.658333333333333,0.744444444444444,0.833333333333333,0.616666666666667,0.617361111111111,0.617041666666667,0.675666666666667,0.652222222222222,0.625,0.658333333333333,0.744444444444444,0.833333333333333
"18",0.783333333333333,0.785694444444444,0.785319444444444,0.823083333333333,0.84,0.847222222222222,0.848611111111111,0.794444444444445,0.666666666666667,0.783333333333333,0.785694444444444,0.785319444444444,0.823083333333333,0.84,0.847222222222222,0.848611111111111,0.794444444444445,0.666666666666667,0.783333333333333,0.785694444444444,0.785319444444444,0.823083333333333,0.84,0.847222222222222,0.848611111111111,0.794444444444445,0.666666666666667
"19",0.683333333333333,0.680277777777778,0.679604166666667,0.71225,0.753333333333333,0.752777777777778,0.7375,0.725,0.666666666666667,0.683333333333333,0.680277777777778,0.679604166666667,0.71225,0.753333333333333,0.752777777777778,0.7375,0.725,0.666666666666667,0.683333333333333,0.680277777777778,0.679604166666667,0.71225,0.753333333333333,0.752777777777778,0.7375,0.725,0.666666666666667
"20",0.7,0.698055555555556,0.697881944444444,0.7255,0.764444444444444,0.770833333333333,0.741666666666667,0.741666666666667,0.666666666666667,0.7,0.698055555555556,0.697881944444444,0.7255,0.764444444444444,0.770833333333333,0.741666666666667,0.741666666666667,0.666666666666667,0.7,0.698055555555556,0.697881944444444,0.7255,0.764444444444444,0.770833333333333,0.741666666666667,0.741666666666667,0.666666666666667
"21",0.783333333333333,0.782222222222222,0.781597222222222,0.811916666666667,0.826111111111111,0.836805555555556,0.831944444444444,0.772222222222222,0.833333333333333,0.783333333333333,0.782222222222222,0.781597222222222,0.811916666666667,0.826111111111111,0.836805555555556,0.831944444444444,0.772222222222222,0.833333333333333,0.783333333333333,0.782222222222222,0.781597222222222,0.811916666666667,0.826111111111111,0.836805555555556,0.831944444444444,0.772222222222222,0.833333333333333
"22",0.933333333333333,0.933472222222222,0.933763888888889,0.949916666666667,0.953888888888889,0.954861111111111,0.981944444444445,0.963888888888889,1,0.933333333333333,0.933472222222222,0.933763888888889,0.949916666666667,0.953888888888889,0.954861111111111,0.981944444444445,0.963888888888889,1,0.933333333333333,0.933472222222222,0.933763888888889,0.949916666666667,0.953888888888889,0.954861111111111,0.981944444444445,0.963888888888889,1
"23",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
